"","ensemble.id","human.disease"
"1427","ENSP00000356224","Spinocerebellar ataxia, autosomal recessive 8, 610743 (3)  "
"1428","ENSP00000356370","Leber congenital amaurosis 8 (3)  "
"1429","ENSP00000356370","Pigmented paravenous chorioretinal atrophy, 172870 (3)  "
"1430","ENSP00000356370","Retinitis pigmentosa-12, autosomal recessive, 600105 (3)  "
"1431","ENSP00000356448","Colon cancer, somatic, 114500 (3)  "
"1432","ENSP00000356448","Deafness, autosomal recessive 79, 613307 (3)  "
"1433","ENSP00000356448","Deafness, autosomal recessive 84, 613391 (3)  "
"1434","ENSP00000356448","Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive, 608971 (3)  "
"1435","ENSP00000356448","Spinocerebellar ataxia 15, 606658 (3)  "
"1436","ENSP00000356448","{Diabetes, type 1, susceptibility to}, 222100 (2)  "
"1437","ENSP00000356448","{H. pylori infection, susceptibility to}, 600263 (1)  "
"1438","ENSP00000356448","{Hepatitic C virus, susceptibility to}, 609532 (3)  "
"1439","ENSP00000356537","Glutamine deficiency, congenital, 610015 (3)  "
"1440","ENSP00000356563","Zellweger syndrome, complementation group G, 214100 (3)  "
"1441","ENSP00000356595","Leukemia, acute myeloid, with eosinophilia (1)  "
"1442","ENSP00000356729","Trimethylaminuria, 602079 (3)  "
"1443","ENSP00000356790","[Blood pressure regulation QTL], 145500 (2)  "
"1444","ENSP00000356899","Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3)  "
"1445","ENSP00000356953","Paraganglioma and gastric stromal sarcoma, 606864 (3)  "
"1446","ENSP00000356953","Paragangliomas, familial nonchromaffin, 3, 605373 (3)  "
"1447","ENSP00000356972","Mitochondrial complex I deficiency, 252010 (3)  "
"1448","ENSP00000357051","Zellweger syndrome, 214100 (3)  "
"1449","ENSP00000357069","Glycosylphosphatidylinositol deficiency, 610293 (3)  "
"1450","ENSP00000357357","Gaucher disease, perinatal lethal, 608013 (3)  "
"1451","ENSP00000357357","Gaucher disease, type I, 230800(3)  "
"1452","ENSP00000357357","Gaucher disease, type II, 230900 (3)  "
"1453","ENSP00000357357","Gaucher disease, type III, 231000 (3)  "
"1454","ENSP00000357357","Gaucher disease, type IIIC, 231005 (3)  "
"1455","ENSP00000357360","Charcot-Marie-Tooth neuropathy, X-linked dominant, 1, 302800 (3)  "
"1456","ENSP00000357615","Blepharophimosis, epicanthus inversus, and ptosis, type 1, 110100 (3)  "
"1457","ENSP00000357615","Blepharophimosis, epicanthus inversus, and ptosis, type 2, 110100 (3)  "
"1458","ENSP00000357615","Premature ovarian failure 3, 608996 (3)  "
"1459","ENSP00000357838","Dubin-Johnson syndrome, 237500 (3)  "
"1460","ENSP00000357838","Gyrate atrophy of choroid and retina with or without ornithinemia, 258870 (3)  "
"1461","ENSP00000357838","Hypouricemia, renal, 220150 (3)  "
"1462","ENSP00000357873","2-methylbutyrylglycinuria, 610006 (3)  "
"1463","ENSP00000357998","Polycystic liver disease, 174050 (3)  "
"1464","ENSP00000358335","Congenital heart disease, nonsyndromic, 2, 612863 (3)  "
"1465","ENSP00000358414","HMG-CoA synthase-2 deficiency, 605911 (3)  "
"1466","ENSP00000358417","Phosphoglycerate dehydrogenase deficiency, 601815 (3)  "
"1467","ENSP00000358437","Cousin syndrome, 260660 (3)  "
"1468","ENSP00000358464","Noonan-like syndrome with loose anagen hair, 607721 (3)  "
"1469","ENSP00000358466","Mental retardation, X-linked-72, 300271 (3)  "
"1470","ENSP00000358478","Bamforth-Lazarus syndrome, 241850 (3)  "
"1471","ENSP00000358633","Cortisone reductase deficiency, 604931 (3)  "
"1472","ENSP00000358633","Favism (3)  "
"1473","ENSP00000358633","G6PD deficiency (3)  "
"1474","ENSP00000358633","Hemolytic anemia due to G6PD deficiency (3)  "
"1475","ENSP00000358994","Deafness, autosomal dominant 22, 606346 (3)  "
"1476","ENSP00000358994","Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy, 606346 (3)  "
"1477","ENSP00000358994","Deafness, autosomal recessive 37, 607821 (3)  "
"1478","ENSP00000359151","Maple syrup urine disease, type II, 248600 (3)  "
"1479","ENSP00000359211","5-fluorouracil toxicity, 274270 (3)  "
"1480","ENSP00000359211","Dihydropyrimidine dehydrogenase deficiency, 274270 (3)  "
"1481","ENSP00000359233","Zellweger syndrome-2 (3)  "
"1482","ENSP00000359258","{Myocardial infarction, susceptibility to} (3)  "
"1483","ENSP00000359285","Epilepsy, nocturnal frontal lobe, 1, 600513 (3)  "
"1484","ENSP00000359285","{Nicotine addiction, susceptibility to}, 188890 (3)  "
"1485","ENSP00000359295","Colchicine resistance (3)  "
"1486","ENSP00000359295","Cranioectodermal dysplasia, 218330 (3)  "
"1487","ENSP00000359295","Hypophosphatemic rickets, X-linked dominant, 307800 (3)  "
"1488","ENSP00000359295","Macular dystrophy, North Carolina type (2)  "
"1489","ENSP00000359295","{Inflammatory bowel disease 13}, 612244 (3)  "
"1490","ENSP00000359295","{Multiple sclerosis, susceptibility to}, 126200 (3)  "
"1491","ENSP00000359295","{Pemphigoid, susceptibility to} (2)  "
"1492","ENSP00000359295","{Rheumatoid arthritis, susceptibility to}, 180300 (3)  "
"1493","ENSP00000359295","{Sarcoidosis, susceptibility l, 1}, 181000 (3)  "
"1494","ENSP00000359297","CHILD syndrome, 308050 (3)  "
"1495","ENSP00000359297","CK syndrome, 300831 (3)  "
"1496","ENSP00000359345","Diamond-Blackfan anemia 6, 612561 (3)  "
"1497","ENSP00000359368","Mitochondrial complex I deficiency, 252010 (3)  "
"1498","ENSP00000359380","Carnitine deficiency, systemic primary, 212140 (3)  "
"1499","ENSP00000359380","Corneal dystrophy, congenital stromal, 610048 (3)  "
"1500","ENSP00000359380","Spondylocostal dysostosis 4, autosomal recessive, 613686 (3)  "
"1501","ENSP00000359380","Spondylocostal dysostosis, autosomal recessive 2, 608681 (3)  "
"1502","ENSP00000359380","Spondylocostal dysostosis, autosomal recessive 3, 609813 (3)  "
"1503","ENSP00000359380","Spondylocostal dysostosis, autosomal recessive, 1, 277300 (3)  "
"1504","ENSP00000359805","Achondrogenesis Ib, 600972 (3)  "
"1505","ENSP00000359805","Atelosteogenesis II, 256050 (3)  "
"1506","ENSP00000359805","De la Chapelle dysplasia, 256050 (3)  "
"1507","ENSP00000359805","Diastrophic dysplasia, 222600 (3)  "
"1508","ENSP00000359805","Diastrophic dysplasia, broad bone-platyspondylic variant, 222600 (3)  "
"1509","ENSP00000359805","Epiphyseal dysplasia, multiple, 4, 226900 (3)  "
"1510","ENSP00000359871","Acyl-CoA dehydrogenase, medium chain, deficiency of, 201450 (3)  "
"1511","ENSP00000359976","Conotruncal anomaly face syndrome, 217095 (3)  "
"1512","ENSP00000359976","Cystathioninuria, 219500 (3)  "
"1513","ENSP00000359976","DiGeorge syndrome, 188400 (3)  "
"1514","ENSP00000359976","Homocysteine, total plasma, elevated (3)  "
"1515","ENSP00000359976","Velocardiofacial syndrome, 192430 (3)  "
"1516","ENSP00000360107","{Epilepsy, juvenile absence, susceptibility to, 1}, 607631 (3)  "
"1517","ENSP00000360107","{Myoclonic epilepsy, juvenile, susceptibility to, 1}, 254770 (3)  "
"1518","ENSP00000360124","Glycogen storage disease XIV, 612934 (3)  "
"1519","ENSP00000360180","Pseudohypoparathyroidism, type IB, 603233 (3)  "
"1520","ENSP00000360217","Anemia, hemolytic, Rh-null, regulator type, 268150 (3)  "
"1521","ENSP00000360217","Rh-mod syndrome (3)  "
"1522","ENSP00000360316","Desmosterolosis, 602398 (3)  "
"1523","ENSP00000360317","Rhabdomyolysis, cerivastatin-induced (3)  "
"1524","ENSP00000360372","Clopidogrel, impaired responsiveness to, 609535 (3)  "
"1525","ENSP00000360372","Mephenytoin poor metabolizer, 609535 (3)  "
"1526","ENSP00000360372","Opremazole poor metabolizer, 609535 (3)  "
"1527","ENSP00000360372","Proguanil poor metabolizer, 609535 (3)  "
"1528","ENSP00000360431","Nephrotic syndrome, type 3, 610725 (3)  "
"1529","ENSP00000360541","CPT II deficiency, lethal neonatal, 608836 (3)  "
"1530","ENSP00000360541","CPT deficiency, hepatic, type II, 600649 (3)  "
"1531","ENSP00000360541","Myopathy due to CPT II deficiency, 255110 (3)  "
"1532","ENSP00000360569","Leukoencephalopathy with dystonia and motor neuropathy, 613724 (3)  "
"1533","ENSP00000360613","Mental retardation, X-linked syndromic (3)  "
"1534","ENSP00000360623","Vitamin K-dependent clotting factors, combined deficiency of, 2, 607473 (3)  "
"1535","ENSP00000360623","Warfarin resistance, 122700 (3)  "
"1536","ENSP00000360640","Congenital disorder of glycosylation, type Ie, 608799 (3)  "
"1537","ENSP00000360777","Joubert syndrome 1, 213300 (3)  "
"1538","ENSP00000360777","Mental retardation, truncal obesity, retinal dystrophy, and micropenis, 610156 (3)  "
"1539","ENSP00000360811","Pituitary hormone deficiency, combined, 3, 221750 (3)  "
"1540","ENSP00000360850","Combined oxidative phosphorylation deficiency 5, 611719 (3)  "
"1541","ENSP00000361021","Bannayan-Riley-Ruvalcaba syndrome, 153480 (3)  "
"1542","ENSP00000361021","Cowden disease, 158350 (3)  "
"1543","ENSP00000361021","Lhermitte-Duclos syndrome, 158350 (3)  "
"1544","ENSP00000361021","Macrocephaly/autism syndrome, 605309 (3)  "
"1545","ENSP00000361021","PTEN hamartoma tumor syndrome (3)  "
"1546","ENSP00000361021","VATER association with macrocephaly and ventriculomegaly, 276950 (3)  "
"1547","ENSP00000361021","{Glioma susceptibility 2}, 613028 (3)  "
"1548","ENSP00000361021","{Meningioma}, 607174 (3)  "
"1549","ENSP00000361021","{Prostate cancer, somatic}, 176  "
"1550","ENSP00000361042","Leigh syndrome, due to COX deficiency, 256000 (3)  "
"1551","ENSP00000361043","Adenocarcinoma, colonic, somatic (3)  "
"1552","ENSP00000361043","Breast cancer, invasive ductal, 114480 (3)  "
"1553","ENSP00000361043","Lymphoma, non-Hodgkin, somatic, 605027 (3)  "
"1554","ENSP00000361266","Basal cell carcinoma, somatic, 605462 (3)  "
"1555","ENSP00000361266","Medulloblastoma, 155255 (3)  "
"1556","ENSP00000361287","Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency, 250850 (3)  "
"1557","ENSP00000361287","Methionine adenosyltransferase deficiency, autosomal recessive, 250850 (3)  "
"1558","ENSP00000361310","Xeroderma pigmentosum, variant type, 278750 (3)  "
"1559","ENSP00000361382","{Pulmonary fibrosis, idiopathic, susceptibility to}, 178500 (3)  "
"1560","ENSP00000361400","Pulmonary fibrosis, idiopathic, 178500 (3)  "
"1561","ENSP00000361435","Diamond-blackfan anemia, 610629 (3)  "
"1562","ENSP00000361465","Treacher Collins syndrome 3, 248390 (3)  "
"1563","ENSP00000361512","Arts syndrome, 301835 (3)  "
"1564","ENSP00000361512","Charcot-Marie-Tooth disease, X-linked recessive, 5, 311070 (3)  "
"1565","ENSP00000361512","Deafness, X-linked 1, 304500 (3)  "
"1566","ENSP00000361512","Gout, PRPS-related, 300661 (3)  "
"1567","ENSP00000361512","Phosphoribosylpyrophosphate synthetase superactivity, 300661 (3)  "
"1568","ENSP00000361562","Aortic aneurysm, familial thoracic 6, 611788 (3)  "
"1569","ENSP00000361562","Galactosialidosis, 256540 (3)  "
"1570","ENSP00000361777","Amyotrophic lateral sclerosis 4, juvenile, 602433 (3)  "
"1571","ENSP00000361777","Ataxia-ocular apraxia-2, 606002 (3)  "
"1572","ENSP00000361777","Leukemia, acute T-cell lymphoblastic (3)  "
"1573","ENSP00000361777","Leukoencephalopathy, cystic, without megalencephaly, 612951 (3)  "
"1574","ENSP00000361777","Schinzel-Giedion midface retraction syndrome, 269150 (3)  "
"1575","ENSP00000361845","Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3)  "
"1576","ENSP00000361845","Restrictive dermopathy, lethal, 275210 (3)  "
"1577","ENSP00000361965","Adenosine deaminase deficiency, partial, 102700 (3)  "
"1578","ENSP00000361965","Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy, 125310 (3)  "
"1579","ENSP00000361965","Cone-rod dystrophy 9, 612775 (3)  "
"1580","ENSP00000361965","Dyschromatosis symmetrica hereditaria, 127400 (3)  "
"1581","ENSP00000361965","Ectopia lentis, isolated, autosomal recessive, 225100 (3)  "
"1582","ENSP00000361965","Ehlers-Danlos syndrome, type VIIC, 225410 (3)  "
"1583","ENSP00000361965","Geleophysic dysplasia, 231050 (3)  "
"1584","ENSP00000361965","Polyhydramnios, megalencephaly, and symptomatic epilepsy, 611087 (3)  "
"1585","ENSP00000361965","Severe combined immunodeficiency due to ADA deficiency, 102700 (3)  "
"1586","ENSP00000361965","Thrombotic thrombocytopenic purpura, familial, 274150 (3)  "
"1587","ENSP00000361965","Weill-Marchesani syndrome, recessive, 277600 (3)  "
"1588","ENSP00000361965","Weill-Marchesani-like syndrome, 613195 (3)  "
"1589","ENSP00000361993","Deafness, X-linked 1, progressive (3)  "
"1590","ENSP00000361993","Jensen syndrome, 311150 (3)  "
"1591","ENSP00000361993","Mohr-Tranebjaerg syndrome, 304700 (3)  "
"1592","ENSP00000362036","Combined oxidative phosphorylation deficiency 2, 610498 (3)  "
"1593","ENSP00000362131","Treacher Collins syndrome 3, 248390 (3)  "
"1594","ENSP00000362212","Autism, chromosome 22q13.3 deletion syndrome-related (3)  "
"1595","ENSP00000362212","Chromosome 22q13.3 deletion syndrome, 606232 (3)  "
"1596","ENSP00000362212","Combined SAP deficiency, 611721 (3)  "
"1597","ENSP00000362212","Gaucher disease, atypical, 610539 (3)  "
"1598","ENSP00000362212","Krabbe disease, atypical, 611722 (3)  "
"1599","ENSP00000362212","Metachromatic leukodystrophy due to SAP-b deficiency, 249900 (3)  "
"1600","ENSP00000362285","Hyperpigmentation, cutaneous, with hypertrichosis, hepatosplenomegaly, heart anomalies, hearing loss, and hypogonadism, 612391 (3)  "
"1601","ENSP00000362399","Epileptic encephalopathy, early infantile, 4, 612164 (2)  "
"1602","ENSP00000362413","Phosphoglycerate kinase 1 deficiency, 300653 (3)  "
"1603","ENSP00000362573","Nail-patella syndrome, 161200 (3)  "
"1604","ENSP00000362667","Parkinson disease 11, 607688 (3)  "
"1605","ENSP00000363079","Mannose-binding protein deficiency (3)  "
"1606","ENSP00000363079","{Chronic infections, due to MBL deficiency} (3)  "
"1607","ENSP00000363079","{Diabetes mellitus, gestational, susceptibility to} (3)  "
"1608","ENSP00000363079","{Meningococcal disease, susceptibility to} (3)  "
"1609","ENSP00000363079","{Preterm delivery, susceptibility to} (3)  "
"1610","ENSP00000363193","Lujan-Fryns syndrome, 309520 (3)  "
"1611","ENSP00000363193","Opitz-Kaveggia syndrome, 305450 (3)  "
"1612","ENSP00000363614","HMG-CoA lyase deficiency (3)  "
"1613","ENSP00000363641","Ciliary dyskinesia, primary, 6, 610852 (3)  "
"1614","ENSP00000363641","Machado-Joseph disease, 109150 (3)  "
"1615","ENSP00000363641","Spinocerebellar ataxia 8, 608768 (3)  "
"1616","ENSP00000363641","Spinocerebellar ataxia 8, 608768 (3)  "
"1617","ENSP00000363641","Spinocerebellar ataxia-1, 164400 (3)  "
"1618","ENSP00000363641","Spinocerebellar ataxia-10, 603516 (3)  "
"1619","ENSP00000363641","Spinocerebellar ataxia-2, 183090 (3)  "
"1620","ENSP00000363641","Spinocerebellar ataxia-7, 164500 (3)  "
"1621","ENSP00000363676","Diamond-Blackfan anemia 7, 612562 (3)  "
"1622","ENSP00000363779","Dysautonomia, familial, 223900 (3)  "
"1623","ENSP00000363827","Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3)  "
"1624","ENSP00000363827","Schwartz-Jampel syndrome, type 1, 255800 (3)  "
"1625","ENSP00000364028","Hirschsprung disease, cardiac defects, and autonomic dysfunction (3)  "
"1626","ENSP00000364028","{Hypertension, essential, susceptibility to}, 145500 (3)  "
"1627","ENSP00000364204","Pancreatitis, hereditary, 167800 (3)  "
"1628","ENSP00000364204","Parkinson disease 6, early onset, 605909 (3)  "
"1629","ENSP00000364204","Tropical calcific pancreatitis, 608189 (3)  "
"1630","ENSP00000364204","{Fibrocalculous pancreatic diabetes, susceptibility to} (3)  "
"1631","ENSP00000364212","Anemia, congenital dyserythropoietic, type I, 224120 (3)  "
"1632","ENSP00000364212","Anemia, dyserythropoietic congenital, type II, 224100 (3)  "
"1633","ENSP00000364212","CDAGS syndrome (2)  "
"1634","ENSP00000364212","Dyserythropoietic anemia, congenital, type III (2)  "
"1635","ENSP00000364212","Immunodeficiency with hyper-IgM, type 2, 605258 (3)  "
"1636","ENSP00000364270","Xeroderma pigmentosum, group A, 278700 (3)  "
"1637","ENSP00000364277","Aarskog-Scott syndrome, 305400 (3)  "
"1638","ENSP00000364277","Mental retardation, X-linked syndromic 16 (3)  "
"1639","ENSP00000364475","Fructose-1,6-bidphosphatase deficiency, 229700 (3)  "
"1640","ENSP00000364490","Hyperprolinemia, type II, 239510 (3)  "
"1641","ENSP00000364649","Cowden-like syndrome, 612359 (3)  "
"1642","ENSP00000364649","Paraganglioma and gastric stromal sarcoma, 606864 (3)  "
"1643","ENSP00000364649","Paraganglioma, familial chromaffin, 4, 115310 (3)  "
"1644","ENSP00000364649","Pheochromocytoma, 171300 (3)  "
"1645","ENSP00000364699","Carcinoid tumors, intestinal, 114900 (3)  "
"1646","ENSP00000364699","Cowden-like syndrome, 612359 (3)  "
"1647","ENSP00000364699","Merkel cell carcinoma, somatic (3)  "
"1648","ENSP00000364699","Paraganglioma and gastric stromal sarcoma, 606864 (3)  "
"1649","ENSP00000364699","Paragangliomas, familial nonchromaffin, 1, with or without deafness, 168000 (3)  "
"1650","ENSP00000364699","Pheochromocytoma, 171300 (3)  "
"1651","ENSP00000364860","Brachydactyly, type B1, 113000 (3)  "
"1652","ENSP00000364860","Robinow syndrome, autosomal recessive, 268310 (3)  "
"1653","ENSP00000364883","3-methylglutaconic aciduria, type I, 250950 (3)  "
"1654","ENSP00000364912","Megakaryoblastic leukemia, acute (2)  "
"1655","ENSP00000365220","Cataract, posterior polar 2 (3)  "
"1656","ENSP00000365220","Myopathy, cardioskeletal, desmin-related, with cataract, 608810 (3)  "
"1657","ENSP00000365220","{Thyrotoxic periodic paralysis, susceptibility to, 2}, 613239 (3)  "
"1658","ENSP00000365387","Obesity, hyperphagia, and developmental delay (3)  "
"1659","ENSP00000365388","Coenzyme Q10 deficiency, 607426 (3)  "
"1660","ENSP00000365463","Propionicacidemia, 606054 (3)  "
"1661","ENSP00000365725","Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract, 612674 (3)  "
"1662","ENSP00000365747","Golabi-Ito-Hall syndrome (3)  "
"1663","ENSP00000365747","Renpenning syndrome, 309500 (3)  "
"1664","ENSP00000365770","Homocystinuria due to MTHFR deficiency, 236250 (3)  "
"1665","ENSP00000365770","{Neural tube defects, susceptibility to}, 601634 (3)  "
"1666","ENSP00000365770","{Schizophrenia, susceptibility to}, 181500 (3)  "
"1667","ENSP00000365770","{Thromboembolism, susceptibility to}, 188050 (3)  "
"1668","ENSP00000365770","{Vascular disease, susceptibility to} (3)  "
"1669","ENSP00000365773","Phosphoserine aminotransferase deficiency, 610992 (3)  "
"1670","ENSP00000365834","Choreoacanthocytosis, 200150 (3)  "
"1671","ENSP00000365837","Mitochondrial myopathy and sideroblastic anemia 1, 600462 (3)  "
"1672","ENSP00000365931","Cataract, autosomal dominant, multiple types 1, 611597 (3)  "
"1673","ENSP00000365931","Cataract, congenital, 604219 (3)  "
"1674","ENSP00000365931","Cataract, juvenile-onset, 604219 (3)  "
"1675","ENSP00000365931","Charcot-Marie-Tooth disease, axonal, type 2F, 606595 (3)  "
"1676","ENSP00000365931","Dravet syndrome, 607208 (3)  "
"1677","ENSP00000365931","Epilepsy, generalized, with febrile seizures plus, type 2, 604233 (3)  "
"1678","ENSP00000365931","Febrile convulsions, familial, 3A, 604403 (3)  "
"1679","ENSP00000365931","Hypospadias 2, X-linked, 300758 (3)  "
"1680","ENSP00000365931","MASP2 deficiency (3)  "
"1681","ENSP00000365931","Migraine, familial hemiplegic, 3, 609634 (3)  "
"1682","ENSP00000365931","Neuropathy, distal hereditary motor, type IIB, 608634 (3)  "
"1683","ENSP00000365931","Spondylocostal dysostosis, autosomal recessive 2, 608681 (3)  "
"1684","ENSP00000366179","3-methylglutaconic aciduria, type V, 610198 (3)  "
"1685","ENSP00000366227","Neuropathy, distal hereditary motor, type VIIB, 607641 (3)  "
"1686","ENSP00000366227","Perry syndrome, 168605 (3)  "
"1687","ENSP00000366227","{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3)  "
"1688","ENSP00000366246","Omodysplasia 1, 258315 (3)  "
"1689","ENSP00000366453","Hypercholanemia, familial, 607748 (3)  "
"1690","ENSP00000366568","Lissencephaly 3, 611603 (3)  "
"1691","ENSP00000366604","46XY gonadal dysgenesis, complete or partial, with or without adrenal failure, 612965 (3)  "
"1692","ENSP00000366604","Adrenocortical insufficiency (3)  "
"1693","ENSP00000366604","Amyotrophy, hereditary neuralgic, 162100 (3)  "
"1694","ENSP00000366604","Bare lymphocyte syndrome, type I, 604571 (3)  "
"1695","ENSP00000366604","Candidiasis, familial chronic mucocutaneous, autosomal dominant, 613108 (3)  "
"1696","ENSP00000366604","Immunodeficiency, common variable, 2, 240500 (3)  "
"1697","ENSP00000366604","Immunodeficiency, common variable, 4, 613494 (3)  "
"1698","ENSP00000366604","Immunoglobulin A deficiency 2, 609529 (3)  "
"1699","ENSP00000366604","Leukemia, acute myeloid, therapy-related (1)  "
"1700","ENSP00000366604","Lung cancer, 211980 (2)  "
"1701","ENSP00000366604","Myeloid malignancy, predisposition to (3)  "
"1702","ENSP00000366604","Osteolysis, familial expansile, 174810 (3)  "
"1703","ENSP00000366604","Osteopetrosis, autosomal recessive 2, 259710 (3)  "
"1704","ENSP00000366604","Osteopetrosis, autosomal recessive 7, 612301 (3)  "
"1705","ENSP00000366604","Ovarian carcinoma (1)  "
"1706","ENSP00000366604","Paget disease of bone, 602080 (3)  "
"1707","ENSP00000366604","Paget disease, juvenile, 239000 (3)  "
"1708","ENSP00000366604","Periodic fever, familial, 142680 (3)  "
"1709","ENSP00000366604","Premature ovarian failure 7, 612964 (3)  "
"1710","ENSP00000366604","Split hand/foot malformation 1 (2)  "
"1711","ENSP00000366604","Squamous cell carcinoma, head and neck, 275355 (3)  "
"1712","ENSP00000366604","{Hyperlipidemia, familial combined, susceptibility to}, 602491 (3)  "
"1713","ENSP00000367064","Megaloblastic anemia-1, Finnish type, 261100 (3)  "
"1714","ENSP00000367282","Best macular dystrophy, 153700 (3)  "
"1715","ENSP00000367282","Bestrophinopathy, 611809 (3)  "
"1716","ENSP00000367282","Maculopathy, bull's-eye (3)  "
"1717","ENSP00000367282","Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma, 193220 (3)  "
"1718","ENSP00000367282","Retinitis pigmentosa, concentric, 613194 (3)  "
"1719","ENSP00000367282","Retinitis pigmentosa-50, 613194 (3)  "
"1720","ENSP00000367282","Vitelliform macular dystrophy, adult-onset, 608161 (3)  "
"1721","ENSP00000367282","Vitreoretinochoroidopathy, 193220 (3)  "
"1722","ENSP00000367398","Nephronophthisis 4, 606966 (3)  "
"1723","ENSP00000367398","Senior-Loken syndrome 4, 606996 (3)  "
"1724","ENSP00000367406","Chondrosarcoma, extraskeletal myxoid, 612237 (1)  "
"1725","ENSP00000367406","Dystonia-Parkinsonism, X-linked, 314250 (3)  "
"1726","ENSP00000367440","Deafness, autosomal dominant 36, with dentinogenesis, 605594 (3)  "
"1727","ENSP00000367440","Dentin dysplasia, type II, 125420 (3)  "
"1728","ENSP00000367440","Dentinogenesis imperfecta, Shields type II, 125490 (3)  "
"1729","ENSP00000367440","Dentinogenesis imperfecta, Shields type III, 125500 (3)  "
"1730","ENSP00000367615","Urolithiasis, 2,8-dihydroxyadenine (3)  "
"1731","ENSP00000367697","Mental retardation, X-linked, with epilepsy, 300423 (3)  "
"1732","ENSP00000367806","Combined oxidative phosphorylation deficiency 2, 610498 (3)  "
"1733","ENSP00000367923","Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with methylmalonic aciduria), 612073 (3)  "
"1734","ENSP00000367939","Mitochondrial complex III deficiency, 124000 (3)  "
"1735","ENSP00000367992","Cholesteryl ester storage disease, 278000 (3)  "
"1736","ENSP00000367992","Rolandic epilepsy, mental retardation, and speech dyspraxia, 300643 (3)  "
"1737","ENSP00000367992","Wolman disease, 278000 (3)  "
"1738","ENSP00000368076","Craniosynostosis, type 1, 123100 (3)  "
"1739","ENSP00000368076","Saethre-Chotzen syndrome with eyelid anomalies, 101400 (3)  "
"1740","ENSP00000368076","Saethre-Chotzen syndrome, 101400 (3)  "
"1741","ENSP00000368079","Bietti crystalline corneoretinal dystrophy, 210370 (3)  "
"1742","ENSP00000368119","Congenital disorder of glycosylation, type IId, 607091 (3)  "
"1743","ENSP00000368119","Ehlers-Danlos syndrome, progeroid form, 130070 (3)  "
"1744","ENSP00000368119","Galactosemia, 230400 (3)  "
"1745","ENSP00000368119","Peters-plus syndrome, 261540 (3)  "
"1746","ENSP00000368119","Tn syndrome, 300622 (3)  "
"1747","ENSP00000368119","[Blood group, P system], 111400 (3)  "
"1748","ENSP00000368119","[Blood group, P system], 111400 (3)  "
"1749","ENSP00000368119","{Urinary tract infection, susceptibility to} (1)  "
"1750","ENSP00000368190","Nephrotic syndrome, type 1, 256300 (3)  "
"1751","ENSP00000368424","Aniridia, 106210 (3)  "
"1752","ENSP00000368424","Cataract with late-onset corneal dystrophy, 604219 (3)  "
"1753","ENSP00000368424","Coloboma of optic nerve, 120430 (3)  "
"1754","ENSP00000368424","Coloboma, ocular, 120200 (3)  "
"1755","ENSP00000368424","Foveal hyperplasia, 136520 (3)  "
"1756","ENSP00000368424","Gillespie syndrome, 206700 (3)  "
"1757","ENSP00000368424","Keratitis, 148190 (3)  "
"1758","ENSP00000368424","Morning glory disc anomaly, 120430 (3)  "
"1759","ENSP00000368424","Optic nerve hypoplasia, 165550 (3)  "
"1760","ENSP00000368424","Peters anomaly, 604229 (3)  "
"1761","ENSP00000368632","Hypoparathyroidism, sensorineural deafness, and renal dysplasia, 146255 (3)  "
"1762","ENSP00000368678","Myasthenia, limb-girdle, familial, 254300 (3)  "
"1763","ENSP00000368727","Xanthinuria, type I, 278300 (3)  "
"1764","ENSP00000368798","Ichthyosis follicularis, atrichia, and photophobia syndrome, 308205 (3)  "
"1765","ENSP00000368881","Kindler syndrome, 173650 (3)  "
"1766","ENSP00000368881","Leukocyte adhesion deficiency, type III, 612840 (3)  "
"1767","ENSP00000369257","COACH syndrome, 216360 (3)  "
"1768","ENSP00000369257","Joubert syndrome 7, 611560 (3)  "
"1769","ENSP00000369257","Meckel syndrome, type 5, 611561 (3)  "
"1770","ENSP00000369274","Glycogen storage disease, type IXa1, 306000 (3)  "
"1771","ENSP00000369274","Glycogen storage disease, type IXa2, 306000 (3)  "
"1772","ENSP00000369314","Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, 205950 (3)  "
"1773","ENSP00000369399","Corneal dystrophy, Fuchs endothelial, 4, 613268 (3)  "
"1774","ENSP00000369399","Corneal endothelial dystrophy 2, 217700 (3)  "
"1775","ENSP00000369399","Corneal endothelial dystrophy and perceptive deafness, 217400 (3)  "
"1776","ENSP00000369456","[Inosine triphosphatase deficiency] (3)  "
"1777","ENSP00000369757","Coffin-Lowry syndrome, 303600 (3)  "
"1778","ENSP00000369757","Mental retardation, X-linked nonspecific, type 19 (3)  "
"1779","ENSP00000369820","Paroxysmal nocturnal hemoglobinuria, somatic, 300818 (3)  "
"1780","ENSP00000370023","Fatty liver, acute, of pregnancy, 609016 (3)  "
